School ID,District Name,School Name,Organization Type,Organization Code,Address,Town,Zipcode,Phone,State,geometry,Student_Open_Date,Open_Year
476,Learn,The Friendship School,Regional Education Service Center Schools,2450214,24 Rope Ferry Rd.,Waterford,6385,860-447-4049,CT,POINT (-72.1328933 41.3413668),2005-01-07,2005
477,Norwich School District,Thomas W. Mahan School,Public Schools,1041711,94 Salem Tpke.,Norwich,6360,860-823-4205,CT,POINT (-72.11247528918685 41.51016455),1984-01-07,1984
478,Unified School District #1,Corrigan/Radgowski Correctional Institution,State Agency Facilities,3362415,986 Norwich-New London Tpke.,Uncasville,6382,860-848-5729,CT,POINT (-72.1138075435719 41.4552993),2000-01-07,2000
481,Meriden School District,Washington Middle School,Public Schools,805411,1225 North Broad St.,Meriden,6450,203-235-6606,CT,POINT (-72.7794406 41.5512902),1984-01-07,1984
482,Wethersfield School District,Samuel B. Webb Elementary School,Public Schools,1591211,51 Willow St.,Wethersfield,6109,860-571-8340,CT,POINT (-72.6911764 41.6983225),1997-01-07,1997
483,Danbury School District,King Street Intermediate School,Public Schools,341711,151 South King St.,Danbury,6811,203-797-4761,CT,POINT (-73.50020011338245 41.4244293),1984-01-07,1984
484,Waterbury School District,Rotella Interdistrict Magnet School,Public Schools,1513311,380 Pierpont Rd.,Waterbury,6705,203-574-8168,CT,POINT (-72.9699327 41.549466),1999-01-07,1999
485,Rocky Hill School District,West Hill School,Public Schools,1190511,95 Cronin Dr.,Rocky Hill,6067,860-258-7761,CT,POINT (-72.67951512673862 41.66258835236079),1984-01-07,1984
486,Avon School District,Avon Middle School,Public Schools,45111,375 West Avon Rd.,Avon,6001,860-404-4770,CT,POINT (-72.8654425 41.7914264),1984-01-07,1984
487,Cheshire School District,Cheshire High School,Public Schools,256111,525 South Main St.,Cheshire,6410,203-250-2511,CT,POINT (-72.907011 41.4900658),1984-01-07,1984
489,New Haven School District,James Hillhouse High School,Public Schools,936211,480 Sherman Parkway,New Haven,6511,475-220-7500,CT,POINT (-72.93983554066781 41.32166645),1984-01-07,1984
490,Bolton School District,Bolton High School,Public Schools,126111,72 Brandy St.,Bolton,6043,860-643-2768,CT,POINT (-72.4216413 41.7607414),1984-01-07,1984
491,South Windsor School District,Eli Terry School,Public Schools,1320711,569 Griffin Rd.,South Windsor,6074,860-648-5020,CT,POINT (-72.5508508 41.8646706),1984-01-07,1984
492,Hartford School District,Webster Micro Society Magnet School,Public Schools,642011,5 Cone Street,Hartford,6105,860-695-5380,CT,POINT (-72.7122362 41.7682368),1984-01-07,1984
493,Naugatuck School District,Western School,Public Schools,880711,108 Pine St.,Naugatuck,6770,203-720-5244,CT,POINT (-73.06871497758013 41.493007275711456),1984-01-07,1984
494,Newtown School District,Newtown Middle School,Public Schools,975111,11 Queen St.,Newtown,6470,203-426-7638,CT,POINT (-73.30041270374036 41.4117892),1984-01-07,1984
495,Clinton School District,Jared Eliot School,Public Schools,275111,69 Fairy Dell Rd.,Clinton,6413,860-664-6503,CT,POINT (-72.5198768 41.2972168),1997-01-07,1997
496,Cheshire School District,Dodd Middle School,Public Schools,255111,100 Park Place,Cheshire,6410,203-272-3249,CT,POINT (-72.9045978 41.5109551),1984-01-07,1984
497,Hamden School District,Dunbar Hill School,Public Schools,620311,315 Lane St.,Hamden,6514,203-407-2025,CT,POINT (-72.9401958 41.3656416),1984-01-07,1984
498,East Lyme School District,East Lyme High School,Public Schools,456111,30 Chesterfield Rd.,East Lyme,6333,860-739-6946,CT,POINT (-72.2127680540828 41.36890625),1984-01-07,1984
499,Brookfield School District,Whisconier Middle School,Public Schools,185311,17 West Whisconier Rd.,Brookfield,6804,203-775-7710,CT,POINT (-73.37539905595001 41.442497095687166),1997-01-07,1997
500,East Windsor School District,East Windsor High School,Public Schools,476111,76 South Main St.,East Windsor,6088,860-623-3361,CT,POINT (-72.61017283333334 41.90105583333333),1984-01-07,1984
501,Unified School District #2,Unified School District #2,State Agencies,3470015,505 Hudson Street,Hartford,6106,860-550-6416,CT,POINT (-72.6793586 41.756948),2000-01-07,2000
502,Stamford School District,Strawberry Hill an ext. of Rogers International,Public Schools,1350711,200 Strawberry Hill Ave.,Stamford,6902,203-977-6600,CT,POINT (-73.53382 41.068078),2016-01-07,2016
503,Ansonia School District,Ansonia School District,Public School Districts,20011,42 Grove Street,Ansonia,6401,203-736-5095,CT,POINT (-73.08584301616465 41.34211419576316),1996-01-07,1996
504,Regional School District 16,Long River Middle School,Regional Schools,2165112,38 Columbia Ave.,Prospect,6712,203-758-4421,CT,POINT (-72.97632291765888 41.50427785),2002-01-07,2002
505,West Hartford School District,West Hartford School District,Public School Districts,1550011,50 South Main Street,West Hartford,6107,860-561-6600,CT,POINT (-72.74174753292121 41.758528),1996-01-07,1996
506,Fairfield School District,McKinley School,Public Schools,510611,60 Thompson St.,Fairfield,6825,203-255-8318,CT,POINT (-73.2378355 41.1800469),1984-01-07,1984
507,Norwalk School District,Kendall College & Career Academy,Public Schools,1030811,57 Fillow Street,Norwalk,6850,203-899-2880,CT,POINT (-73.4329584 41.1179656),1984-01-07,1984
508,Hartford School District,M. D. Fox School,Public Schools,640811,470 Maple Avenue,Hartford,6114,860-695-7790,CT,POINT (-72.6803876 41.7462164),1984-01-07,1984
509,Stamford School District,Cloonan School,Public Schools,1355611,11 West North St.,Stamford,6902,203-977-4544,CT,POINT (-73.5475030436555 41.0598048),1984-01-07,1984
511,New Britain School District,Chamberlain Elementary School,Public Schools,890311,221 Farmington Ave.,New Britain,6053,860-832-5691,CT,POINT (-72.7875718 41.6835612),1984-01-07,1984
512,Greenwich School District,Old Greenwich School,Public Schools,570911,825 Sound Beach Ave.,Old Greenwich,6870,203-637-0150,CT,POINT (-73.5621759 41.0197301),1984-01-07,1984
513,New Haven School District,Hill Central Music Academy,Public Schools,930711,140 Dewitt St.,New Haven,6519,475-220-6100,CT,POINT (-72.9361393 41.2951567),1984-01-07,1984
515,Southington School District,William M. Strong Elementary School,Public Schools,1310811,820 Marion Ave.,Plantsville,6479,860-628-3314,CT,POINT (-72.91757932075633 41.57210105),1984-01-07,1984
517,Hebron School District,Hebron Elementary School,Public Schools,670111,92 Church St.,Hebron,6248,860-228-9465,CT,POINT (-72.3639568829145 41.651685),1984-01-07,1984
518,Regional School District 05,Amity Middle School: Bethany,Regional Schools,2055112,190 Luke Hill Rd.,Bethany,6524,203-393-3102,CT,POINT (-73.0063417 41.417474),2002-01-07,2002
519,New Haven School District,Conte/West Hills Magnet School,Public Schools,933111,511 Chapel St.,New Haven,6511,475-220-5400,CT,POINT (-72.91579445178951 41.30480325),1984-01-07,1984
520,Regional School District 14,Bethlehem Elementary School,Regional Schools,2140112,92 East St.,Bethlehem,6751,203-266-7506,CT,POINT (-73.19944646512042 41.63894395),2002-01-07,2002
521,Unified School District #1,Osborn Correctional Institution,State Agency Facilities,3361215,335 Bilton Road,Somers,6071,860-814-4783,CT,POINT (-72.49705277012336 42.0166252),2000-01-07,2000
522,Plainfield School District,Plainfield School District,Public School Districts,1090011,651 Norwich Road,Plainfield,6374,860-564-6403,CT,POINT (-71.91636758732666 41.67612745),1996-01-07,1996
523,Woodstock School District,Woodstock School District,Public School Districts,1690011,147 A Route 169,Woodstock,6281,860-928-7453,CT,POINT (-72.0100215 42.0269172),1996-01-07,1996
524,New Fairfield School District,Meeting House Hill School,Public Schools,910211,24 Gillotti Rd.,New Fairfield,6812,203-312-5905,CT,POINT (-73.4990798 41.4621626),1997-01-07,1997
525,West Hartford School District,Conard High School,Public Schools,1556111,110 Beechwood Rd.,West Hartford,6107,860-231-5000,CT,POINT (-72.75092937578432 41.7362325),1984-01-07,1984
526,Unified School District #1,New Haven Correctional Center,State Agency Facilities,3360915,245 Whalley Ave.,New Haven,6530,203-974-4111,CT,POINT (-72.9403164 41.3171481),2000-01-07,2000
527,Southington School District,John F. Kennedy Middle School,Public Schools,1315311,1071 South Main St.,Plantsville,6479,860-628-3275,CT,POINT (-72.893897 41.5780799),1984-01-07,1984
529,New London School District,Winthrop STEM Elementary Magnet School,Public Schools,950811,74 Grove Street,New London,6320,860-447-6070,CT,POINT (-72.09993394250041 41.368594),1984-01-07,1984
530,Old Saybrook School District,Old Saybrook Middle School,Public Schools,1065211,60 Sheffield St.,Old Saybrook,6475,860-395-3168,CT,POINT (-72.3712571 41.2893753),1990-01-07,1990
531,Ridgefield School District,Ridgefield High School,Public Schools,1186111,700 North Salem Rd.,Ridgefield,6877,203-894-5750,CT,POINT (-73.53006464782219 41.3263756),1984-01-07,1984
532,Wallingford School District,Dag Hammarskjold Middle School,Public Schools,1485211,106 Pond Hill Road,Wallingford,6492,203-294-3700,CT,POINT (-72.81841544614079 41.4348059),1984-01-07,1984
533,Waterford School District,Clark Lane Middle School,Public Schools,1525111,105 Clark Ln.,Waterford,6385,860-443-2837,CT,POINT (-72.1261290401041 41.3518051),1984-01-07,1984
534,Waterbury School District,Gilmartin School,Public Schools,1512611,107 Wyoming Ave.,Waterbury,6706,203-574-8175,CT,POINT (-73.0290621 41.5250768),1984-01-07,1984
535,Granby School District,Granby School District,Public School Districts,560011,15-B North Granby Road,Granby,6035,860-844-5250,CT,POINT (-72.796979 41.95968),1996-01-07,1996
536,Eastern Connecticut Regional Educational Service Center (EASTCONN),Arts at the Capitol Theater Magnet School (ACT),Regional Education Service Center Schools,2536014,896 Main Street,Willimantic,6226,860-465-5636,CT,POINT (-72.21613755823807 41.71231),2007-04-09,2007
537,Ledyard School District,Gales Ferry School,Public Schools,720211,1858 Route 12,Gales Ferry,6335,860-464-7664,CT,POINT (-72.06903739179415 41.45233175),1984-01-07,1984
538,Weston School District,Weston School District,Public School Districts,1570011,24 School Road,Weston,6883,203-221-6550,CT,POINT (-73.38096447411604 41.204938162306604),1996-01-07,1996
539,Simsbury School District,Central School,Public Schools,1280111,29 Massaco St.,Simsbury,6070,860-658-4732,CT,POINT (-72.80685212763639 41.88224461736513),1984-01-07,1984
540,North Haven School District,Ridge Road Elementary School,Public Schools,1010311,1341 Ridge Rd.,North Haven,6473,203-248-4050,CT,POINT (-72.89357322677617 41.37062105),1984-01-07,1984
541,Madison School District,J. Milton Jeffrey Elementary School,Public Schools,760111,331 Copse Rd.,Madison,6443,203-245-6460,CT,POINT (-72.61557803256663 41.2948801),1984-01-07,1984
542,New Britain School District,Northend Elementary School,Public Schools,890911,160 Bassett St.,New Britain,6051,860-223-3819,CT,POINT (-72.7795118 41.656564),1984-01-07,1984
543,Common Ground High School District,Common Ground High School,Public Charter Schools,2686113,358 Springside Ave.,New Haven,6515,203-389-4333,CT,POINT (-72.9594906 41.3378861),1997-01-07,1997
544,Manchester School District,Manchester School District,Public School Districts,770011,45 North School Street,Manchester,6042,860-647-3441,CT,POINT (-72.52488545643587 41.7962544),1996-01-07,1996
545,Goodwin University Educational Services (GUES),Connecticut River Academy at Goodwin University,College Affiliated Schools,2310118,9 Riverside Drive,East Hartford,6118,860-913-2200,CT,POINT (-72.64386593312129 41.74920515),2021-01-07,2021
546,Connecticut Technical Education and Career System,H. H. Ellis Technical High School,CT Technical Education and Career Schools,9001316,613 Upper Maple St.,Danielson,6239,860-412-7500,CT,POINT (-71.89441702346124 41.819922),2000-01-07,2000
547,Stratford School District,Eli Whitney School,Public Schools,1381311,1130 Huntington Road,Stratford,6615,203-385-4198,CT,POINT (-73.13470284782584 41.22238533552472),1984-01-07,1984
548,Danbury School District,South Street School,Public Schools,341011,129 South St.,Danbury,6810,203-797-4787,CT,POINT (-73.44357981907706 41.386738002791134),1984-01-07,1984
549,Bloomfield School District,Metacomet School,Public Schools,110511,185 School St.,Bloomfield,6002,860-286-2660,CT,POINT (-72.7108794813437 41.82594515),2011-01-07,2011
550,Bloomfield School District,Carmen Arace Intermediate School,Public Schools,110711,390 Park Avenue,Bloomfield,6002,860-286-2626,CT,POINT (-72.71656135474228 41.8239087),2004-01-07,2004
551,Fairfield School District,Burr Elementary School,Public Schools,510211,1960 Burr St.,Fairfield,6824,203-255-7385,CT,POINT (-73.2873248 41.1979346),2005-01-07,2005
552,Branford School District,Mary T. Murphy School,Public Schools,141411,14 Brushy Plain Rd.,Branford,6405,203-483-1832,CT,POINT (-72.81953289054074 41.29339783114652),1984-01-07,1984
553,Torrington School District,Torrington High School,Public Schools,1436111,50 Major Besse Dr.,Torrington,6790,860-489-2294,CT,POINT (-73.1115076122449 41.815482653061224),1984-01-07,1984
556,Bridgeport School District,Information Technology & Software Engineering Magnet High School,Public Schools,151511,840 Old Town Road,Bridgeport,6606,203-275-3372,CT,POINT (-73.18527028221652 41.2254734),,
557,New Haven School District,Sound School,Public Schools,936711,60 South Water St.,New Haven,6519,475-220-2300,CT,POINT (-72.9285733 41.2818095),1995-01-07,1995
558,Darien School District,Royle Elementary School,Public Schools,350511,133 Mansfield Ave.,Darien,6820,203-655-0044,CT,POINT (-73.4743317 41.086438),1984-01-07,1984
559,Plymouth School District,Eli Terry Jr. Middle School,Public Schools,1115111,21 North Main Street,Terryville,6786,860-314-2790,CT,POINT (-73.0097933 41.6800055),1984-01-07,1984
560,Glastonbury School District,Smith Middle School,Public Schools,545211,216 Addison Rd.,Glastonbury,6033,860-652-7040,CT,POINT (-72.57474004095178 41.72367965),1984-01-07,1984
561,Berlin School District,Berlin School District,Public School Districts,70011,238 Kensington Road,Berlin,6037,860-828-6581,CT,POINT (-72.77071729362231 41.62727302154768),1996-01-07,1996
562,Marlborough School District,Marlborough School District,Public School Districts,790011,25 School Drive,Marlborough,6447,860-295-6236,CT,POINT (-72.4594303 41.6270507),1996-01-07,1996
563,Coventry School District,Coventry Grammar School,Public Schools,320211,3453 Main Street,Coventry,6238,860-742-7313,CT,POINT (-72.36770523236135 41.7944644),1984-01-07,1984
564,Hartford School District,STEM Magnet at Annie Fisher School,Public Schools,642511,280 Plainfield Street,Hartford,6112,860-695-3500,CT,POINT (-72.70799611143528 41.79365885),1984-01-07,1984
565,Seymour School District,Chatfield-LoPresti School,Public Schools,1240211,51 Skokorat St.,Seymour,6483,203-888-4640,CT,POINT (-73.0565792 41.4029129),2012-05-09,2012
566,Newtown School District,Sandy Hook Elementary School,Public Schools,970211,12 Dickinson Drive,Sandy Hook,6482,203-426-7657,CT,POINT (-73.27754597799154 41.42034485),1984-01-07,1984
567,New London School District,C.B. Jennings International Elementary Magnet,Public Schools,950311,50 Mercer Street,New London,6320,860-447-6050,CT,POINT (-72.10522051639647 41.3565303),1984-01-07,1984
568,Amistad Academy District,Amistad Academy,Public Charter Schools,2795113,130 Edgewood Avenue,New Haven,6511,203-772-7000,CT,POINT (-72.9383714 41.3115907),1999-01-07,1999
569,Stratford School District,Chapel School,Public Schools,1380311,380 Chapel Street,Stratford,6614,203-385-4192,CT,POINT (-73.11731451673876 41.239411),1984-01-07,1984
570,New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,Public Schools,934211,360 Columbus Avenue,New Haven,6519,475-220-7600,CT,POINT (-72.9364731262446 41.29696395),2003-01-07,2003
571,Waterbury School District,Walsh School,Public Schools,1512211,55 Dikeman Street,Waterbury,6704,203-574-8164,CT,POINT (-73.0305594 41.5581363),1984-01-07,1984
