Town,List Year,Avg Assessed Value,Avg Sale Amount,Avg Sales Ratio,Avg Total Crimes,"Avg Crimes per 100,000",Avg Number of Schools,Avg Number of Healthcare facilities,Avg Houses Sold (Condo),Avg Condo Assessed Value,Avg Condo Sale Amount,Avg Condo Sale Ratio,Avg Houses Sold (Single),Avg Single Family Assessed Value,Avg Single Family Sale Amount,Avg Single Family Sale Ratio,geometry
North Branford,2016,196540.0,287505.0,0.69,513.0,318.66,3.0,2.0,2.0,86550.0,128200.0,0.68,18.0,208761.11,305205.56,0.69,POINT(-72.7673198 41.3275971)
Tolland,2011,208505.35,295874.67,0.83,258.53,169.61,4.0,0.0,2.0,171100.0,197450.0,1.66,41.0,210330.0,300675.88,0.79,POINT(-72.3562252 41.818446)
Cornwall,2013,352450.0,400555.67,0.96,31.0,185.99,0.0,0.0,0.0,0.0,0.0,0.0,6.0,352450.0,400555.67,0.96,POINT(-73.3292848 41.8437058)
Trumbull,2009,310170.79,355549.25,1.25,2160.0,546.42,9.0,9.0,8.0,270850.0,367850.0,0.74,81.0,314054.32,354334.36,1.3,POINT(-73.2006687 41.2428742)
Durham,2013,246440.0,317831.1,0.84,126.0,163.82,0.0,1.0,0.0,0.0,0.0,0.0,10.0,246440.0,317831.1,0.84,POINT(-72.6812059 41.4817647)
Guilford,2010,420868.14,518791.63,0.95,1155.25,467.02,7.0,6.0,5.0,203130.0,249340.0,0.81,54.0,441029.07,543740.85,0.96,POINT(-72.6817616 41.2889866)
Bozrah,2011,173665.0,233000.0,0.74,57.0,208.44,0.0,0.0,0.0,0.0,0.0,0.0,2.0,173665.0,233000.0,0.74,POINT(-72.168238 41.5505962)
Norwich,2014,94397.32,110460.31,1.61,2468.76,589.55,8.0,5.0,11.0,78363.64,123090.91,0.68,101.0,96143.56,109084.7,1.71,POINT(-72.0759008 41.5243537)
Durham,2017,138810.0,195000.0,0.79,111.0,144.65,0.0,1.0,1.0,154630.0,177000.0,0.87,2.0,130900.0,204000.0,0.75,POINT(-72.6812059 41.4817647)
Montville,2016,69240.0,103750.0,0.78,396.0,184.66,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69240.0,103750.0,0.78,POINT(-72.1538184 41.4649811)
Suffield,2017,209048.67,283693.33,0.92,342.0,217.94,3.0,2.0,5.0,106736.0,149700.0,0.72,10.0,260205.0,350690.0,1.02,POINT(-72.6506604 41.9816944)
Milford,2009,252983.43,279360.0,1.02,5053.0,836.82,10.0,8.0,20.0,197736.0,229378.75,0.86,47.0,276492.98,300628.62,1.08,POINT(-73.0570603 41.2222218)
East Haddam,2013,170230.27,231232.41,0.79,201.92,208.77,0.0,0.0,1.0,153510.0,135299.0,1.13,36.0,170694.72,233897.22,0.78,POINT(-72.4613902 41.4529215)
East Haven,2012,136554.17,164268.83,0.92,2439.89,745.73,7.0,3.0,16.0,120124.38,133690.75,0.99,56.0,141248.39,173005.43,0.9,POINT(-72.8684337 41.2762081)
Kent,2017,586466.67,1023333.33,0.99,36.0,108.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,586466.67,1023333.33,0.99,POINT(-73.476921 41.7246894)
Essex,2011,300561.54,455038.46,1.71,102.0,135.3,0.0,0.0,2.0,150500.0,199250.0,0.76,11.0,327845.45,501545.45,1.89,POINT(-72.3972094 41.3321522)
Woodbridge,2015,302535.63,413771.88,0.77,403.75,388.69,1.0,3.0,1.0,199150.0,329000.0,0.61,31.0,305870.65,416506.45,0.77,POINT(-73.0084385 41.352597)
East Granby,2015,169016.67,231983.28,0.84,186.0,339.06,4.0,0.0,0.0,0.0,0.0,0.0,18.0,169016.67,231983.28,0.84,POINT(-72.7273158 41.9412081)
Vernon,2015,119641.7,149265.88,1.15,1117.75,344.25,5.0,0.0,35.0,102918.86,135246.14,0.92,81.0,126867.62,155323.79,1.24,POINT(-72.4663331 41.8382921)
Cheshire,2012,218760.13,285899.86,0.84,669.38,202.03,7.0,3.0,20.0,173268.5,202139.3,0.89,57.0,234722.11,315289.53,0.83,POINT(-72.900658 41.4989861)
West Hartford,2009,227490.48,322655.01,0.73,4581.0,624.05,15.0,8.0,21.0,184428.57,281637.19,0.69,105.0,236102.86,330858.57,0.74,POINT(-72.7420399 41.7620447)
Windsor Locks,2016,115695.0,164744.7,0.89,617.33,442.81,4.0,1.0,10.0,118530.0,197265.0,0.69,30.0,114750.0,153904.6,0.96,POINT(-72.643631 41.9281305)
South Windsor,2013,172913.05,247692.88,0.76,1130.93,399.22,6.0,4.0,16.0,101381.25,143199.5,0.76,66.0,190254.09,273024.61,0.76,POINT(-72.5717551 41.8489872)
Woodbridge,2017,308168.0,374600.0,0.85,255.0,245.21,1.0,3.0,0.0,0.0,0.0,0.0,5.0,308168.0,374600.0,0.85,POINT(-73.0084385 41.352597)
North Haven,2017,169006.67,232822.19,0.83,1446.0,542.15,6.0,2.0,3.0,186036.67,307888.33,0.62,18.0,166168.33,220311.17,0.86,POINT(-72.859545 41.3909305)
Union,2015,216520.0,289625.0,0.81,11.25,140.56,1.0,0.0,0.0,0.0,0.0,0.0,4.0,216520.0,289625.0,0.81,POINT(-72.1572992 41.9909296)
Burlington,2009,253724.21,353136.84,1.12,184.0,194.6,0.0,0.0,0.0,0.0,0.0,0.0,19.0,253724.21,353136.84,1.12,POINT(-72.9645484 41.7692648)
South Windsor,2009,159037.39,200023.61,0.86,1236.0,438.57,6.0,4.0,33.0,118480.91,155512.12,0.81,29.0,205187.86,250674.62,0.91,POINT(-72.5717551 41.8489872)
Beacon Falls,2014,158941.29,261513.93,0.79,172.5,283.58,0.0,0.0,11.0,130185.09,302980.91,0.57,17.0,177548.24,234682.35,0.94,POINT(-73.062608 41.4428745)
Warren,2009,798490.0,817500.0,1.08,18.0,124.35,0.0,0.0,0.0,0.0,0.0,0.0,2.0,798490.0,817500.0,1.08,POINT(-73.3487304 41.7428733)
Chester,2016,201087.62,330523.81,0.62,20.0,46.17,1.0,1.0,0.0,0.0,0.0,0.0,21.0,201087.62,330523.81,0.62,POINT(-72.4509204 41.4031547)
Salem,2016,177968.75,229468.19,0.78,60.5,135.49,1.0,0.0,0.0,0.0,0.0,0.0,16.0,177968.75,229468.19,0.78,POINT(-72.2762084 41.491269)
Windham,2015,77984.43,102068.49,1.64,257.82,349.49,0.0,1.0,0.0,0.0,0.0,0.0,61.0,77984.43,102068.49,1.64,POINT(-72.0051201 41.8208345)
Canton,2012,219012.56,297679.98,0.81,236.72,230.73,4.0,0.0,12.0,160833.33,240908.25,0.75,31.0,241533.55,319656.13,0.83,POINT(-72.8937122 41.8245424)
Woodbridge,2010,344676.11,429463.44,0.89,394.5,379.89,1.0,3.0,1.0,215810.0,245000.0,0.88,17.0,352256.47,440314.24,0.89,POINT(-73.0084385 41.352597)
Deep River,2009,173331.67,229150.0,0.77,174.0,326.89,1.0,0.0,2.0,120330.0,142500.0,0.85,4.0,199832.5,272475.0,0.73,POINT(-72.4356422 41.3856546)
Thompson,2013,139068.57,160243.17,1.1,211.86,205.64,0.0,0.0,0.0,0.0,0.0,0.0,35.0,139068.57,160243.17,1.1,POINT(-71.8625715 41.9587089)
Norfolk,2017,158885.0,207450.0,1.75,12.0,62.47,1.0,0.0,0.0,0.0,0.0,0.0,2.0,158885.0,207450.0,1.75,POINT(-73.2020577 41.9939828)
Woodbury,2012,237866.07,227456.07,2.0,127.73,119.65,0.0,0.0,8.0,148000.0,152531.25,1.05,22.0,270544.64,254701.45,2.35,POINT(-73.2090025 41.5445404)
Stamford,2011,481340.53,535488.55,1.03,6922.0,510.09,20.0,17.0,102.0,281081.86,323712.31,1.01,143.0,624182.38,686545.72,1.05,POINT(-73.5387341 41.0534302)
Torrington,2009,116596.27,143507.41,0.91,2768.0,681.15,5.0,8.0,11.0,103371.82,112409.09,1.0,48.0,119626.88,150634.1,0.89,POINT(-73.1212214 41.8006523)
Scotland,2011,130180.0,75950.0,2.24,45.0,249.6,1.0,0.0,0.0,0.0,0.0,0.0,3.0,130180.0,75950.0,2.24,POINT(-72.082083 41.6981999)
Vernon,2012,120585.2,163591.04,0.84,969.8,297.76,5.0,0.0,23.0,120071.74,162226.09,0.79,77.0,120738.57,163998.75,0.86,POINT(-72.4663331 41.8382921)
Scotland,2012,165670.0,181690.0,1.01,52.2,289.3,1.0,0.0,0.0,0.0,0.0,0.0,5.0,165670.0,181690.0,1.01,POINT(-72.082083 41.6981999)
Bristol,2011,145178.03,159650.21,1.33,5023.49,721.69,11.0,6.0,13.0,114848.46,138388.46,0.92,109.0,148795.32,162186.02,1.38,POINT(-72.9464859 41.6735209)
Derby,2014,122738.52,158081.48,0.87,1158.63,806.67,3.0,3.0,6.0,108301.67,122916.67,0.9,21.0,126863.33,168128.57,0.85,POINT(-73.0890324 41.3223611)
Coventry,2012,162262.59,209741.03,0.99,483.23,361.91,4.0,0.0,2.0,140720.5,205000.0,0.68,37.0,163427.03,209997.3,1.01,POINT(-72.3050803 41.7700987)
Southington,2012,177446.63,259533.28,1.02,2463.83,534.34,8.0,2.0,18.0,149236.11,222601.44,0.68,74.0,184308.65,268516.7,1.1,POINT(-72.8782941 41.6005435)
Willington,2010,131792.5,207225.0,0.75,97.5,141.55,0.0,0.0,1.0,44530.0,40000.0,1.11,7.0,144258.57,231114.29,0.7,POINT(-72.2598935 41.874428)
Meriden,2015,119703.69,145538.75,1.09,4827.23,716.31,11.0,9.0,26.0,72266.92,79490.35,1.27,133.0,128977.05,158450.47,1.05,POINT(-72.8070435 41.5381535)
Ashford,2013,125175.0,151961.25,0.93,88.5,186.13,1.0,0.0,0.0,0.0,0.0,0.0,16.0,125175.0,151961.25,0.93,POINT(-72.1214653 41.8731532)
East Windsor,2014,112321.94,163852.74,0.77,1097.21,963.93,2.0,1.0,20.0,118005.5,179553.5,0.69,42.0,109615.48,156376.19,0.81,POINT(-72.6130726 41.9156316)
Trumbull,2017,269391.5,415945.0,0.66,2710.0,683.52,9.0,9.0,1.0,208530.0,310000.0,0.67,19.0,272594.74,421521.05,0.66,POINT(-73.2006687 41.2428742)
North Canaan,2016,143112.22,176944.44,0.77,82.33,212.39,0.0,0.0,2.0,75710.0,110250.0,0.69,7.0,162370.0,196000.0,0.8,POINT(-73.3295947 42.0270143)
Scotland,2014,160923.33,127333.33,1.38,28.67,159.05,1.0,0.0,0.0,0.0,0.0,0.0,3.0,160923.33,127333.33,1.38,POINT(-72.082083 41.6981999)
Plainfield,2014,108433.85,138319.38,1.11,345.62,203.94,3.0,1.0,1.0,43780.0,67001.0,0.65,51.0,109701.57,139717.78,1.12,POINT(-71.915073 41.6764876)
Hampton,2016,180370.0,258128.57,0.82,9.0,44.24,1.0,0.0,0.0,0.0,0.0,0.0,7.0,180370.0,258128.57,0.82,POINT(-72.0547977 41.7839873)
Granby,2015,186890.18,264223.19,0.75,249.0,207.97,4.0,1.0,2.0,161105.0,265250.0,0.62,55.0,187827.82,264185.85,0.75,POINT(-72.7894272 41.9539032)
Ellington,2012,191851.32,279498.23,0.77,212.55,141.71,5.0,0.0,13.0,82854.62,201083.85,0.54,40.0,227275.25,304982.9,0.85,POINT(-72.4698071 41.9039863)
East Windsor,2015,124785.53,190211.94,0.74,716.85,631.07,2.0,1.0,14.0,117937.86,182440.07,0.7,33.0,127690.61,193509.09,0.76,POINT(-72.6130726 41.9156316)
Goshen,2014,240810.0,299330.43,1.21,31.83,101.8,0.0,0.0,1.0,61530.0,149000.0,0.41,22.0,248959.09,306163.64,1.24,POINT(-73.2251145 41.8317624)
Haddam,2014,230262.4,268980.0,1.05,132.48,159.66,0.0,1.0,1.0,246210.0,370000.0,0.67,24.0,229597.92,264770.83,1.07,POINT(-72.5120333 41.4773213)
Durham,2012,239452.0,278970.0,1.0,272.25,353.87,0.0,1.0,1.0,139440.0,207500.0,0.67,19.0,244715.79,282731.58,1.01,POINT(-72.6812059 41.4817647)
Hartford,2013,168574.05,143980.64,1.73,19865.84,1408.0,32.0,13.0,16.0,20983.44,67706.25,0.35,58.0,209288.71,165021.84,2.12,POINT(-72.6908547 41.764582)
Branford,2011,187313.46,242465.95,1.08,2141.66,644.21,5.0,4.0,32.0,143722.59,174834.88,1.43,44.0,219015.91,291652.18,0.82,POINT(-72.8150989 41.2795414)
Weston,2009,694385.19,850339.26,0.85,208.0,179.51,4.0,0.0,0.0,0.0,0.0,0.0,27.0,694385.19,850339.26,0.85,POINT(-73.3812743 41.2021302)
North Canaan,2015,110366.25,148131.38,1.6,72.63,187.39,0.0,0.0,0.0,0.0,0.0,0.0,8.0,110366.25,148131.38,1.6,POINT(-73.3295947 42.0270143)
Columbia,2010,251516.67,231920.42,1.6,97.0,168.83,0.0,0.0,0.0,0.0,0.0,0.0,12.0,251516.67,231920.42,1.6,POINT(-72.3011917 41.7020432)
Stonington,2014,278206.76,393376.08,0.92,910.08,438.39,1.0,0.0,8.0,229150.0,320410.0,0.82,66.0,284153.03,402220.45,0.93,POINT(-71.9059042 41.3359327)
Bethany,2012,261726.96,308249.57,1.07,127.57,218.08,1.0,0.0,0.0,0.0,0.0,0.0,23.0,261726.96,308249.57,1.07,POINT(-72.9970496 41.4217637)
Stonington,2011,352242.44,380822.09,1.15,1033.49,497.92,1.0,0.0,5.0,185980.0,250900.0,0.71,50.0,368868.68,393814.3,1.2,POINT(-71.9059042 41.3359327)
Rocky Hill,2009,168328.18,237981.77,0.78,902.0,434.9,4.0,5.0,27.0,140781.11,203442.52,0.73,17.0,212079.41,292838.24,0.85,POINT(-72.6392587 41.6648216)
Tolland,2010,211495.54,302483.93,0.76,177.0,116.47,4.0,0.0,0.0,0.0,0.0,0.0,28.0,211495.54,302483.93,0.76,POINT(-72.3562252 41.818446)
Guilford,2009,357508.1,454612.17,0.85,1365.0,552.57,7.0,6.0,7.0,173031.43,229842.86,0.78,35.0,394403.43,499566.03,0.86,POINT(-72.6817616 41.2889866)
Prospect,2013,150515.29,208965.29,0.86,253.94,251.32,0.0,1.0,2.0,110790.0,334311.0,0.33,15.0,155812.0,192252.53,0.93,POINT(-72.9787163 41.5023192)
Milford,2015,206364.41,274662.57,0.82,3858.99,637.6,10.0,8.0,46.0,136204.13,167403.24,0.86,167.0,225690.0,304207.05,0.81,POINT(-73.0570603 41.2222218)
Barkhamsted,2014,145414.0,155954.13,1.55,55.6,137.3,1.0,0.0,0.0,0.0,0.0,0.0,15.0,145414.0,155954.13,1.55,POINT(-72.9139904 41.9292629)
Sherman,2017,495950.0,781477.5,0.7,15.0,33.82,1.0,0.0,0.0,0.0,0.0,0.0,4.0,495950.0,781477.5,0.7,POINT(-73.4956795 41.5792607)
Middletown,2009,166119.63,202260.01,1.07,3609.0,724.23,9.0,9.0,16.0,99037.5,126781.25,0.83,66.0,182381.97,220557.89,1.13,POINT(-72.6509061 41.5623178)
Groton,2013,217176.77,272578.31,0.87,2410.33,520.45,4.0,4.0,16.0,126660.63,154885.38,0.91,83.0,234625.66,295266.11,0.86,POINT(-72.0761998 41.3501598)
Wilton,2011,715951.09,802641.09,0.92,301.8,147.68,4.0,5.0,2.0,284025.0,349500.0,0.82,53.0,732250.19,819740.75,0.93,POINT(-73.4378988 41.1953739)
Watertown,2012,168866.67,200326.04,0.95,1508.25,599.89,2.0,1.0,9.0,156322.22,193166.67,0.88,39.0,171761.54,201978.21,0.97,POINT(-73.1181658 41.6062078)
Torrington,2010,127097.75,137580.4,1.16,2560.58,629.29,5.0,8.0,17.0,99995.29,86617.35,1.41,72.0,133496.94,149613.35,1.1,POINT(-73.1212214 41.8006523)
Windsor,2014,124213.71,176520.67,0.78,1445.14,441.5,5.0,2.0,17.0,86194.71,127418.06,0.69,99.0,130742.22,184952.43,0.79,POINT(-72.6437022 41.8525984)
Westbrook,2011,193150.0,265900.0,3.49,129.0,177.31,3.0,1.0,1.0,273600.0,415000.0,0.66,4.0,173037.5,228625.0,4.19,POINT(-72.4475874 41.285377)
Newington,2016,138458.56,203628.41,0.78,2788.01,821.89,7.0,4.0,41.0,115260.73,167075.51,0.93,70.0,152045.86,225037.96,0.69,POINT(-72.7237063 41.6978777)
Groton,2017,170235.48,250441.87,0.67,2101.0,454.65,4.0,4.0,3.0,70513.33,131300.0,0.53,28.0,180920.0,263207.07,0.68,POINT(-72.0761998 41.3501598)
Coventry,2016,142573.33,200175.77,1.49,341.0,256.06,4.0,0.0,3.0,94200.0,147266.67,0.63,57.0,145119.3,202960.46,1.53,POINT(-72.3050803 41.7700987)
East Hampton,2014,191122.38,255245.24,0.86,269.14,173.88,4.0,0.0,0.0,0.0,0.0,0.0,42.0,191122.38,255245.24,0.86,POINT(-72.49192364130434 41.5744405)
Windsor,2012,154451.1,217765.25,1.02,1331.41,406.19,5.0,2.0,21.0,145876.67,288371.43,0.73,70.0,157023.43,196583.4,1.1,POINT(-72.6437022 41.8525984)
Cromwell,2014,116456.09,169681.19,0.75,1004.0,672.97,4.0,4.0,34.0,90395.29,131808.35,0.76,20.0,160759.45,234065.0,0.74,POINT(-72.6455665 41.5949942)
New Milford,2013,224819.18,292087.36,0.85,1189.19,377.86,5.0,2.0,13.0,134680.0,163926.92,0.89,60.0,244349.33,319855.45,0.84,POINT(-73.41176538312553 41.5867418)
Waterbury,2010,110865.79,93473.82,1.77,14849.85,1197.44,25.0,9.0,40.0,66242.5,55480.6,2.15,185.0,120514.06,101688.57,1.68,POINT(-73.0438362 41.5538091)
Essex,2010,380196.0,474287.76,0.83,129.84,172.61,0.0,0.0,2.0,124450.0,148000.0,0.86,23.0,402434.78,502660.61,0.83,POINT(-72.3972094 41.3321522)
Burlington,2014,253506.15,387626.58,0.66,78.12,82.28,0.0,0.0,0.0,0.0,0.0,0.0,26.0,253506.15,387626.58,0.66,POINT(-72.9645484 41.7692648)
Easton,2013,466823.93,666051.79,0.73,93.0,110.21,2.0,0.0,1.0,313560.0,600000.0,0.52,27.0,472500.37,668498.15,0.74,POINT(-73.2973394 41.2528738)
Bloomfield,2015,152601.06,198354.29,0.87,1709.09,754.39,6.0,9.0,6.0,197540.0,249083.33,0.74,60.0,148107.17,193281.38,0.89,POINT(-72.7300945 41.826488)
East Haven,2014,142345.54,171084.87,0.94,2168.17,663.5,7.0,3.0,17.0,112837.06,126088.24,1.13,95.0,147626.0,179136.89,0.91,POINT(-72.8684337 41.2762081)
Middlefield,2012,157347.06,206500.0,0.78,95.35,195.44,0.0,0.0,0.0,0.0,0.0,0.0,17.0,157347.06,206500.0,0.78,POINT(-72.7120793 41.5165161)
Voluntown,2012,164370.0,231000.0,0.71,51.0,173.78,1.0,0.0,0.0,0.0,0.0,0.0,2.0,164370.0,231000.0,0.71,POINT(-71.8703497 41.5706544)
Glastonbury,2009,259555.95,352370.17,0.75,1182.0,321.22,6.0,3.0,24.0,129933.33,183941.42,0.71,60.0,311405.0,419741.67,0.77,POINT(-72.608146 41.7123218)
Burlington,2015,211339.69,338844.28,0.8,51.38,54.23,0.0,0.0,0.0,0.0,0.0,0.0,32.0,211339.69,338844.28,0.8,POINT(-72.9645484 41.7692648)
Winchester,2017,112475.0,150250.0,0.79,396.0,320.65,0.0,0.0,2.0,91445.0,123000.0,0.78,4.0,122990.0,163875.0,0.79,POINT(-73.10450029832403 41.918742)
Watertown,2016,156464.86,206199.76,0.98,1081.46,431.38,2.0,1.0,7.0,137871.43,169357.14,1.02,67.0,158407.46,210048.99,0.97,POINT(-73.1181658 41.6062078)
Portland,2010,162489.31,200134.48,0.9,263.41,260.94,5.0,1.0,3.0,142286.67,161333.33,0.97,26.0,164820.38,204611.54,0.89,POINT(-72.6406905 41.5728924)
Bridgeport,2014,135071.85,127750.9,1.42,14580.81,901.29,29.0,8.0,49.0,124144.29,93485.69,1.7,113.0,139810.35,142609.26,1.29,POINT(-73.1887863 41.1792695)
Vernon,2017,111957.21,166494.83,0.87,1164.0,358.25,5.0,0.0,8.0,83801.13,197768.75,0.54,21.0,122683.33,154580.95,0.99,POINT(-72.4663331 41.8382921)
Litchfield,2009,266252.4,395136.0,0.86,254.0,264.6,0.0,0.0,3.0,179670.0,305833.33,0.65,22.0,278059.09,407313.64,0.89,POINT(-73.2543049 41.767249)
Woodstock,2014,179158.62,251522.48,0.85,133.97,160.07,2.0,0.0,2.0,91650.0,143950.0,0.67,27.0,185640.74,259490.81,0.86,POINT(-71.9739626 41.9484307)
Bridgewater,2011,435500.0,575000.0,0.76,45.0,213.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,435500.0,575000.0,0.76,POINT(-73.3662305 41.5350949)
Ashford,2017,122508.33,177983.33,0.79,90.0,189.71,1.0,0.0,1.0,38600.0,55000.0,0.7,11.0,130136.36,189163.64,0.8,POINT(-72.1214653 41.8731532)
Stratford,2017,794790.0,205673.14,20.21,3624.0,626.29,12.0,4.0,7.0,147230.0,202185.71,0.74,28.0,956680.0,206545.0,25.08,POINT(-73.1331651 41.1845415)
Groton,2010,214884.87,266978.18,1.14,2296.83,497.84,4.0,4.0,14.0,131640.0,165421.43,0.83,57.0,235330.98,291921.95,1.21,POINT(-72.0761998 41.3501598)
Harwinton,2009,169735.56,242383.33,0.8,102.0,167.32,0.0,0.0,0.0,0.0,0.0,0.0,9.0,169735.56,242383.33,0.8,POINT(-73.05983 41.7712085)
Litchfield,2010,287712.4,350776.0,4.65,229.52,238.79,0.0,0.0,3.0,169073.33,201916.67,0.85,22.0,303890.45,371075.0,5.17,POINT(-73.2543049 41.767249)
New Hartford,2012,271380.0,350143.69,0.81,166.13,235.14,3.0,0.0,1.0,94080.0,83499.0,1.13,15.0,283200.0,367920.0,0.79,POINT(-72.9770488 41.8823187)
Warren,2010,377290.0,519250.0,0.98,11.25,77.64,0.0,0.0,0.0,0.0,0.0,0.0,4.0,377290.0,519250.0,0.98,POINT(-73.3487304 41.7428733)
Southbury,2011,183227.33,187711.77,1.2,567.3,263.72,0.0,6.0,39.0,134534.36,129076.9,1.26,21.0,273657.14,296605.1,1.09,POINT(-73.2131693 41.4814848)
Putnam,2009,125783.33,154770.83,0.84,799.0,768.79,3.0,2.0,1.0,139700.0,150000.0,0.93,11.0,124518.18,155204.55,0.84,POINT(-71.9092563 41.9153094)
North Stonington,2017,120960.0,95000.0,1.27,78.0,134.97,2.0,0.0,0.0,0.0,0.0,0.0,1.0,120960.0,95000.0,1.27,POINT(-71.8807456 41.5172857)
Stonington,2013,209497.35,267917.24,1.11,1085.27,522.28,1.0,0.0,5.0,221080.0,310900.0,0.72,78.0,208754.87,265161.94,1.14,POINT(-71.9059042 41.3359327)
Montville,2012,127884.82,167522.27,0.91,648.55,301.28,0.0,0.0,1.0,50170.0,64000.0,0.78,43.0,129692.14,169929.77,0.91,POINT(-72.1538184 41.4649811)
Canton,2010,257053.33,330899.58,1.0,341.0,333.67,4.0,0.0,3.0,163706.67,257000.0,0.66,21.0,270388.57,341456.67,1.05,POINT(-72.8937122 41.8245424)
Cornwall,2017,126200.0,127950.0,1.02,18.0,108.23,0.0,0.0,0.0,0.0,0.0,0.0,2.0,126200.0,127950.0,1.02,POINT(-73.3292848 41.8437058)
Sterling,2010,169036.0,146020.0,1.42,113.0,315.21,1.0,0.0,0.0,0.0,0.0,0.0,5.0,169036.0,146020.0,1.42,POINT(-71.828682 41.707599)
New Haven,2011,150085.95,212721.85,0.81,25396.05,1772.31,35.0,14.0,28.0,149097.5,205144.89,0.79,56.0,150580.18,216510.32,0.83,POINT(-72.9250518 41.3082138)
Ansonia,2015,121878.57,159165.88,1.68,1096.45,510.76,4.0,0.0,0.0,0.0,0.0,0.0,42.0,121878.57,159165.88,1.68,POINT(-73.043713 41.3423505)
New Canaan,2012,1160408.1,1397863.91,0.91,386.59,171.71,5.0,2.0,10.0,1249255.0,721100.0,1.84,48.0,1141898.33,1538856.4,0.72,POINT(-73.4948446 41.146763)
Bolton,2015,167593.3,222140.0,0.84,79.2,136.44,2.0,0.0,0.0,0.0,0.0,0.0,10.0,167593.3,222140.0,0.84,POINT(-72.4334173 41.7689878)
Morris,2016,170475.0,288000.0,0.63,27.5,103.25,0.0,0.0,0.0,0.0,0.0,0.0,6.0,170475.0,288000.0,0.63,POINT(-73.1962245 41.6842633)
Lyme,2016,304782.38,414375.0,0.85,24.75,106.01,0.0,0.0,0.0,0.0,0.0,0.0,8.0,304782.38,414375.0,0.85,POINT(-72.35110142568081 41.3910952)
Wallingford,2014,179085.4,237138.74,0.97,1942.22,389.39,11.0,6.0,29.0,160855.17,210905.41,0.79,108.0,183980.56,244182.87,1.02,POINT(-72.8231552 41.4570418)
Bristol,2014,126373.43,173802.71,0.8,4072.77,584.96,11.0,6.0,18.0,79131.11,109097.22,0.75,157.0,131789.75,181221.17,0.8,POINT(-72.9464859 41.6735209)
Windsor Locks,2014,108339.13,160864.91,0.75,647.35,463.58,4.0,1.0,9.0,84511.11,126250.0,0.71,37.0,114135.14,169284.76,0.76,POINT(-72.643631 41.9281305)
Windham,2009,107359.46,160294.59,0.69,468.0,635.66,0.0,1.0,3.0,83560.0,144500.0,0.59,34.0,109459.41,161688.24,0.7,POINT(-72.0051201 41.8208345)
Southbury,2016,136596.25,215732.75,0.66,455.06,211.73,0.0,6.0,71.0,83191.56,149779.86,0.62,38.0,236378.68,338960.53,0.75,POINT(-73.2131693 41.4814848)
Franklin,2017,177753.33,272000.0,0.66,51.0,239.85,0.0,0.0,0.0,0.0,0.0,0.0,3.0,177753.33,272000.0,0.66,POINT(-72.1459112 41.6089873)
Trumbull,2010,337597.4,405155.64,0.85,2149.18,543.07,9.0,9.0,7.0,254857.14,325957.14,0.79,70.0,345871.43,413075.49,0.86,POINT(-73.2006687 41.2428742)
Bolton,2010,238719.23,321088.46,0.79,120.23,207.3,2.0,0.0,0.0,0.0,0.0,0.0,13.0,238719.23,321088.46,0.79,POINT(-72.4334173 41.7689878)
Essex,2015,262968.18,380427.27,0.72,60.55,80.41,0.0,0.0,3.0,145200.0,240000.0,0.62,19.0,281563.16,402600.0,0.73,POINT(-72.3972094 41.3321522)
Willington,2011,197493.33,254822.22,0.79,102.67,148.62,0.0,0.0,1.0,155810.0,159900.0,0.97,8.0,202703.75,266687.5,0.77,POINT(-72.2598935 41.874428)
Redding,2009,522850.0,623049.95,0.97,225.0,235.65,2.0,2.0,0.0,0.0,0.0,0.0,20.0,522850.0,623049.95,0.97,POINT(-73.3834532 41.3025956)
Sharon,2009,287383.33,287916.67,1.13,100.0,291.76,1.0,2.0,0.0,0.0,0.0,0.0,6.0,287383.33,287916.67,1.13,POINT(-73.4767897 41.8792599)
Somers,2016,175300.0,276726.32,0.67,144.16,119.56,3.0,0.0,0.0,0.0,0.0,0.0,19.0,175300.0,276726.32,0.67,POINT(-72.4461952 41.9853742)
Wolcott,2017,180014.62,250159.54,0.79,849.0,481.94,5.0,1.0,0.0,0.0,0.0,0.0,13.0,180014.62,250159.54,0.79,POINT(-72.9867718 41.6023196)
North Stonington,2013,189941.0,241600.0,0.8,178.9,308.85,2.0,0.0,0.0,0.0,0.0,0.0,10.0,189941.0,241600.0,0.8,POINT(-71.8807456 41.5172857)
New Britain,2012,85470.0,106617.73,0.93,9702.0,1169.45,11.0,7.0,3.0,66756.67,86700.0,0.76,23.0,87910.87,109215.7,0.96,POINT(-72.7795419 41.6612104)
Marlborough,2011,184135.0,216450.0,0.9,102.0,154.47,1.0,2.0,1.0,139090.0,137900.0,1.01,1.0,229180.0,295000.0,0.78,POINT(-72.459808 41.631488)
Chaplin,2010,127000.0,170000.0,0.76,72.0,277.23,1.0,0.0,0.0,0.0,0.0,0.0,2.0,127000.0,170000.0,0.76,POINT(-72.1272989 41.7948205)
New Haven,2012,181885.93,232194.05,0.97,23796.74,1658.33,35.0,14.0,33.0,185262.97,240275.76,0.84,59.0,179997.08,227673.78,1.05,POINT(-72.9250518 41.3082138)
